Event Name,Event ID,Order #,Order Date,Quantity,Ticket Type,Order Type,What gender do you identify with?,What's your postal code?,What operating system are you using?,How did you hear about this event?
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,444171816,2015-08-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,H9J 3V8,Mac,Facebook
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,445222229,2015-08-07,1,"Yes, I'd like to mentor!",Free Order,Female,H1X3J1,,Facebook
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443075652,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,H3G1X9,Mac,Other
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,455213372,2015-09-15,1,"Yes, I'd like to mentor!",Free Order,Male,J8A 0A2,,From a Friend
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,444148018,2015-08-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,J3Y2P2,Windows,Facebook
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443778672,2015-08-01,1,"Yes, I'd like to attend!",PayPal Completed,Female,H3C4M4,Mac,From a Friend
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443052431,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,H2R2M1,Mac,Other
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443085033,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,h3n1y8,Mac,From a Friend
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443054134,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,H3N 2E2,Mac,Other
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443029370,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,H4B 1N8,Windows,Twitter | Other
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443321222,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Male,H2K 3Y6,Mac,Other
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,440289275,2015-07-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,H3S1S3,Mac,Other
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443110016,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Female,H1X 3L9,,Facebook | Twitter
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,453443625,2015-09-08,1,"Yes, I'd like to mentor!",Free Order,Female,H2S 1C9,,Other
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443270083,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,H2L1E8,Windows,From a Friend | Other
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,454657506,2015-09-12,1,"Yes, I'd like to mentor!",Free Order,Male,H3X2R9,,Facebook | From a Friend
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,445012611,2015-08-06,1,"Yes, I'd like to mentor!",Free Order,Female,H3G 1Y3,,Other
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443057568,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,H2J2L4,Mac,From a Friend | Other
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443058858,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,h3j0a2,Mac,From a Friend
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443288076,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,H2J3G2,Mac,Poster
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443060811,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,H2T 1X4,Mac,From a Friend
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443049130,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,H2J3Z4,Mac,Other
Montreal: Data Insights with Python for Beginners on September 26th (in English),17610679015,443049977,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,H2J 3Z4,Mac,From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,443127352,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,E6j1g4,Mac,Twitter
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,443347659,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,E1B 2S1,Mac,Other
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,447924275,2015-08-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,E3B 3R5,Mac,From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,450024722,2015-08-26,1,"Yes, I'd like to attend!",PayPal Completed,Female,E2H2N8,Mac,Twitter
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,451971027,2015-09-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,e3a2g1,Windows,Facebook | From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,457610057,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,E1A4R7,Mac,From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,458285883,2015-09-24,1,"Yes, I'd like to mentor!",Free Order,Male,E3C 1L2,,Facebook | Twitter
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,458284232,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Female,E3C 1L2,Windows,From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,458283307,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Male,E3C 1L2,Windows,From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,458283982,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Female,E3C 1L2,Linux,From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,453671657,2015-09-09,1,"Yes, I'd like to mentor!",Free Order,Male,E3B9K2,,From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,454415077,2015-09-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,E3B6Y2,Mac,Facebook
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,447832315,2015-08-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,E3B9R5,Windows,From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,454768949,2015-09-13,1,"Yes, I'd like to attend!",PayPal Completed,Female,E3B 5K8,Windows,Facebook
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,452032347,2015-09-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,E3B 1L6,Mac,Facebook
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,450331773,2015-08-27,1,"Yes, I'd like to attend!",PayPal Completed,Male,E3B5X9,Windows,From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,456006574,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,e2e1c2,Windows,Twitter
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,456914447,2015-09-20,1,"Yes, I'd like to mentor!",Free Order,Male,E3A 5M1,,Other
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,453412207,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,E7N 1M8,Windows,From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,443031038,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,E3B4M6,Mac,Other
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,452068398,2015-09-02,1,"Yes, I'd like to mentor!",Free Order,Male,E3B 1K8,,Facebook
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,453284351,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,E3B2J1,Windows,From a Friend
Fredericton: Data Insights with Python for Beginners on September 26th,17610694060,454482746,2015-09-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,E3B4J9,Windows,From a Friend
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,443029650,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,P0B 1E0,Windows,Other
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,448858388,2015-08-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,L4N3T6,Windows,From a Friend
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,456817110,2015-09-20,1,"Yes, I'd like to mentor!",Free Order,Transgender,M9C 1C4,,Other
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,454461759,2015-09-11,1,"Yes, I'd like to mentor!",Free Order,Male,L4M 1A3,,From a Friend
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,458415790,2015-09-25,1,"Yes, I'd like to mentor!",Free Order,Female,l4m0h2,,Other
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,449776287,2015-08-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,L4N 7W6,Windows,Other
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,450968738,2015-08-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,L9S 1B6,Windows,Facebook
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,454857295,2015-09-13,1,"Yes, I'd like to attend!",PayPal Completed,Female,L9S 1A8,Windows,From a Friend
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,444973583,2015-08-06,1,"Yes, I'd like to attend!",PayPal Completed,Female,L9S1H7,Windows,Twitter
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,446274796,2015-08-11,1,"Yes, I'd like to attend!",Paid with Cheque,Female,NA,Other,From a Friend
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,451648976,2015-09-01,1,"Yes, I'd like to mentor!",Free Order,Male,L4M 0A7,,From a Friend
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,449177188,2015-08-22,1,"Yes, I'd like to attend!",Paid with Cheque,Female,na,Other,From a Friend
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,456843596,2015-09-20,1,"Yes, I'd like to attend!",PayPal Completed,Female,L4M 3B3,Windows,Other
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,454207343,2015-09-10,1,"Yes, I'd like to attend!",PayPal Completed,Female,L4M 6N5,Windows,Facebook | From a Friend
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,457031255,2015-09-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,L9N1M7,Mac,From a Friend
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,442248608,2015-07-26,1,"Yes, I'd like to attend!",PayPal Completed,Female,L4N 6G5,Mac,Facebook
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,437437502,2015-07-06,1,"Yes, I'd like to attend!",PayPal Completed,Female,L3V8A9,Windows,Twitter
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,458414704,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Male,L4N 5G9,Mac,From a Friend
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,458511935,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,M4Y1C5,Mac,From a Friend
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,449735252,2015-08-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,L9V3H5,Mac,Other
Barrie: Data Insights with Python for Beginners on September 26th,17610698072,449691085,2015-08-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,L9V3H5,Mac,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,437629293,2015-07-07,1,"Yes, I'd like to mentor!",Free Order,Female,S7L 6S5,,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,445009955,2015-08-06,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7M 0L6,Windows,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,447784759,2015-08-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7N1E6,Windows,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,448558992,2015-08-20,1,Make a Donation!,PayPal Completed,Female,S7n4t2,,Twitter
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453801419,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7H2Z4,,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,454446412,2015-09-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7N 5A2,,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,455438724,2015-09-15,1,"Yes, I'd like to mentor!",Free Order,Female,S7n1s6,,Facebook
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,452620218,2015-09-04,1,"Yes, I'd like to attend!",PayPal Partially Refunded,Female,S7J0W4,Mac,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,452625639,2015-09-04,1,"Yes, I'd like to attend!",PayPal Partially Refunded,Female,S7K1P2,Mac,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,458451114,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7H 0N1,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,438348404,2015-07-09,1,"Yes, I'd like to mentor!",Free Order,Male,S7J 1C4,,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,444756962,2015-08-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7K 2X2,Windows,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,455783147,2015-09-16,1,"Yes, I'd like to mentor!",Free Order,Male,S7N4A4,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,456898417,2015-09-20,1,"Yes, I'd like to mentor!",Free Order,Male,S7N 0H9,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,443062138,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,S7L4T3,,Facebook | Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,454178010,2015-09-10,1,"Yes, I'd like to attend!",PayPal Completed,Female,SK S7N 5E2,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453296357,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7S 1L1,Mac,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,443075795,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Female,S7H1R7,,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,442999208,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,S7n2e8,,Facebook | From a Friend | Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453261809,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7K 2M4,Mac,Facebook
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453852829,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7H 3C6,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,458603649,2015-09-25,1,"Yes, I'd like to mentor!",Free Order,Male,S7H 2J6,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453854325,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7H 3C6,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453853999,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7J 5J6,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,438112038,2015-07-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7N 5E2,Linux,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,439382844,2015-07-14,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7W0P5,Mac,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,450421285,2015-08-27,1,"Yes, I'd like to mentor!",Free Order,Female,S7J2C5,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,455430563,2015-09-15,1,"Yes, I'd like to mentor!",Free Order,Male,S7J0C2,,Twitter
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,443050986,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,s7n 1z9,Mac,Twitter
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,458542196,2015-09-25,1,Make a Donation!,PayPal Completed,Female,S7T 0N1,,Facebook
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453721508,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7H 5J9,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,448958989,2015-08-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7M 6W7,Windows,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,443049324,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7V 1H1,Mac,Twitter
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,454681451,2015-09-12,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7N 3R3,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,457186899,2015-09-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7M 0A*,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,443025934,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7L 5M3,Windows,Facebook
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,452622030,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7K1P2,Mac,Facebook
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,452625004,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7K1P2,Mac,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,454496555,2015-09-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7H 3P1,,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,448193181,2015-08-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7N 0B8,Windows,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,443413550,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,s7h4r2,Mac,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453284730,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7N 2K9,Windows,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,444175688,2015-08-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7K2N6,Windows,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,444146318,2015-08-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7K 2T2,Mac,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,458240015,2015-09-24,1,"Yes, I'd like to mentor!",Free Order,Male,S7H0G5,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453696374,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7N2B2,,Facebook | From a Friend | Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,438512886,2015-07-10,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7M 0H4,Windows,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,443030157,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7K 2N8,Mac,Facebook
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453439986,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Male,S7N 1L5,Windows,Facebook
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,456568729,2015-09-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7H 5L8,,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,443055371,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7N 2X8,Windows,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,445459911,2015-08-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7L 2M6,Mac,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,456812300,2015-09-20,1,"Yes, I'd like to attend!",PayPal Completed,Male,S7L 2M6,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,457765170,2015-09-23,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7N 3H5,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,455384588,2015-09-15,1,"Yes, I'd like to mentor!",Free Order,Male,s7k0k8,,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453345172,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7V0A2,Mac,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,452623290,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7K1P2,Mac,From a Friend
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,443035853,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7W0L1,Windows,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,454986015,2015-09-14,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7T 0J7,,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,458451064,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7n1x1,,Other
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,443048956,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7H0Z4,Mac,Facebook
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,448558992,2015-08-20,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7N4T2,Windows,Twitter
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,453296375,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7N1H7,Mac,Facebook
Saskatoon: Data Insights with Python for Beginners on September 26th,17610702084,457503288,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,S7W0B6,,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,440560058,2015-07-19,1,"Yes, I'd like to attend!",PayPal Completed,Female,L7L2L5,Mac,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,443107811,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,L8E 2C3,,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,444242707,2015-08-03,1,"Yes, I'd like to mentor!",Free Order,Male,L5R 2R3,,Facebook | From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,448196700,2015-08-19,1,"Yes, I'd like to attend!",PayPal Completed,Female,L6Z4E9,Mac,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,451559425,2015-09-01,1,"Yes, I'd like to attend!",PayPal Completed,Female,L4T 1Y9,Mac,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,451643933,2015-09-01,1,"Yes, I'd like to attend!",PayPal Completed,Female,L7T3Z7,Windows,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,452236989,2015-09-03,1,Make a Donation!,PayPal Completed,Female,M6J 2S4,,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,452236989,2015-09-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,M6J 2S4,Mac,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,452674082,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,L8N 2N6,Mac,Facebook
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,453691499,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,L8R 3J7,Windows,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,453854289,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,L6J 3H5,Windows,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,455105027,2015-09-14,1,"Yes, I'd like to attend!",PayPal Completed,Female,L8K 5H1,Windows,Facebook
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,455526411,2015-09-15,1,"Yes, I'd like to attend!",PayPal Completed,Female,l5a 4l4,Mac,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,455952251,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,L8S 1R5,Mac,Twitter
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,456265626,2015-09-17,1,"Yes, I'd like to mentor!",Free Order,Female,L8S 1V3,,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,448574973,2015-08-20,1,"Yes, I'd like to attend!",PayPal Partially Refunded,Female,L9T6H3,Mac,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,458300305,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Male,L8P4N3,Linux,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,443770172,2015-08-01,1,"Yes, I'd like to mentor!",Free Order,Male,L5G4E6,,Facebook | From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,457521681,2015-09-22,1,"Yes, I'd like to mentor!",Free Order,Female,L5N 7R7,,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,458428361,2015-09-25,1,"Yes, I'd like to mentor!",Free Order,Male,L8R1T9,,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,450968746,2015-08-29,1,"Yes, I'd like to mentor!",Free Order,Male,L8P1Y3,,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,443212377,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,L9A4A9,Windows,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,458515402,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,L8K 2Z1,Windows,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,457251851,2015-09-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,L8W2R7,Windows,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,452413081,2015-09-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,14228,Mac,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,456354419,2015-09-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,L7M 3K5,Mac,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,451316904,2015-08-31,1,"Yes, I'd like to mentor!",Free Order,Male,l9h5e3,,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,445510867,2015-08-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,L8L5C2,Mac,Twitter
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,453958047,2015-09-10,1,"Yes, I'd like to attend!",PayPal Completed,Female,L8M 1S9,Windows,Facebook
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,458191207,2015-09-24,1,"Yes, I'd like to attend!",Paid with Cheque,Female,NA,Other,From a Friend
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,453144901,2015-09-07,1,"Yes, I'd like to attend!",PayPal Completed,Female,L6X2R3,Windows,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,455700403,2015-09-16,1,"Yes, I'd like to attend!",PayPal Completed,Female,L2N 1C5,Mac,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,443124673,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,L8R 2X6,,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,453635601,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,L8M 2G8,Mac,Other
Hamilton: Data Insights with Python for Beginners on September 26th,17610718132,453635601,2015-09-09,1,Make a Donation!,PayPal Completed,Female,L8M 2G8,,Other
